car,battery_capacity,profile,arrival_time_in_minutes,waiting_time_in_minutes,current_battery_level,willingness_to_pay_extra_per_kwh,willingness_to_release,target_battery_level,soc,ocv
Tesla Model 3,75000,STANDARD,8671,0,6375,0.27,0.23,53289,0.085,3.1493
Tesla Model Y,75000,STANDARD,24181,2,12914,0.04,0.28,28184,0.17218666666666665,3.3207
Volvo EX30,51000,STANDARD,10043,1,5577,0.0,0.26,36425,0.10935294117647058,3.2096
Tesla Model Y,75000,STANDARD,37927,3,6152,0.26,0.22,29960,0.08202666666666666,3.1416
Tesla Model Y,75000,STANDARD,26783,1,18751,0.35,0.36,74841,0.2500133333333333,3.4627
Tesla Model Y,75000,STANDARD,9881,0,11561,0.05,0.34,41629,0.15414666666666665,3.2855
Skoda Enyaq,77000,STANDARD,31190,2,17382,0.19,0.21,58729,0.22574025974025974,3.421
Tesla Model Y,75000,STANDARD,12906,4,7834,0.34,0.31,39873,0.10445333333333333,3.1999
Volvo EX30,51000,STANDARD,10000,3,5581,0.32,0.29,50630,0.1094313725490196,3.2097
Skoda Enyaq,77000,STANDARD,41774,1,7583,0.26,0.23,75749,0.09848051948051947,3.1844
Skoda Enyaq,77000,STANDARD,26806,3,6500,0.17,0.34,33970,0.08441558441558442,3.1478
Audi Q4 e-tron,52000,STANDARD,25229,1,7686,0.09,0.2,26581,0.1478076923076923,3.2748
Audi Q4 e-tron,52000,STANDARD,4905,3,15080,0.08,0.31,48682,0.29,3.5062
Tesla Model 3,75000,STANDARD,10067,1,18981,0.05,0.2,69109,0.25308,3.4679
Tesla Model 3,75000,STANDARD,11013,2,9938,0.1,0.22,57457,0.13250666666666666,3.2488
Tesla Model Y,75000,STANDARD,15030,4,13417,0.29,0.22,66960,0.17889333333333332,3.3339
Tesla Model Y,75000,STANDARD,14319,3,13009,0.26,0.2,74658,0.17345333333333332,3.3232
Tesla Model Y,75000,STANDARD,40101,2,9916,0.15,0.25,64210,0.13221333333333332,3.2483
Tesla Model Y,75000,STANDARD,29693,0,15521,0.14,0.24,31543,0.20694666666666667,3.3888
Tesla Model 3,75000,STANDARD,36869,4,17996,0.06,0.23,40601,0.23994666666666667,3.4454
Tesla Model Y,75000,STANDARD,29385,3,14618,0.29,0.22,67941,0.19490666666666667,3.3655
Audi Q4 e-tron,52000,STANDARD,17241,4,5841,0.31,0.21,49895,0.11232692307692307,3.2146
Skoda Enyaq,77000,STANDARD,33793,1,17208,0.13,0.25,70309,0.22348051948051947,3.4172
Tesla Model Y,75000,STANDARD,12886,2,19129,0.29,0.31,72416,0.25505333333333335,3.4713
Tesla Model Y,75000,STANDARD,34116,1,14316,0.17,0.27,66679,0.19088,3.3576
Tesla Model 3,75000,STANDARD,26831,2,16993,0.33,0.35,72439,0.22657333333333332,3.4225
Tesla Model Y,75000,STANDARD,15045,3,8687,0.13,0.25,44514,0.11582666666666666,3.2205
Volvo EX30,51000,STANDARD,16215,4,5986,0.2,0.2,46259,0.11737254901960785,3.2232
Tesla Model Y,75000,STANDARD,31,1,8795,0.32,0.32,49699,0.11726666666666667,3.223
Tesla Model Y,75000,STANDARD,37522,3,19183,0.26,0.33,38897,0.25577333333333335,3.472
Audi Q4 e-tron,52000,STANDARD,39714,1,19838,0.35,0.25,43258,0.3815,3.607
Skoda Enyaq,77000,STANDARD,29286,3,8221,0.28,0.32,65911,0.10676623376623377,3.2052
Tesla Model 3,75000,STANDARD,35361,0,10958,0.31,0.38,35203,0.14610666666666666,3.2719
Tesla Model Y,75000,STANDARD,3837,3,15718,0.25,0.22,66497,0.20957333333333333,3.3933
Tesla Model Y,75000,STANDARD,26759,4,9350,0.13,0.25,68166,0.12466666666666666,3.2355
Volvo EX30,51000,STANDARD,21652,2,14264,0.29,0.35,30611,0.27968627450980393,3.4959
Tesla Model 3,75000,STANDARD,2180,0,14111,0.22,0.29,65643,0.18814666666666666,3.3522
Tesla Model Y,75000,STANDARD,36370,0,16904,0.21,0.34,71976,0.22538666666666668,3.4204
Audi Q4 e-tron,52000,STANDARD,7818,2,14294,0.34,0.26,44197,0.2748846153846154,3.4911
Skoda Enyaq,77000,STANDARD,7985,0,16044,0.31,0.38,44221,0.20836363636363636,3.3913
Skoda Enyaq,77000,STANDARD,24493,3,17734,0.19,0.3,37000,0.2303116883116883,3.4289
Tesla Model Y,75000,STANDARD,26316,4,8119,0.05,0.32,61456,0.10825333333333333,3.2077
Tesla Model 3,75000,STANDARD,3859,1,14370,0.16,0.21,41922,0.1916,3.359
Skoda Enyaq,77000,STANDARD,17535,1,9957,0.28,0.26,37375,0.12931168831168832,3.2434
Volvo EX30,51000,STANDARD,10770,0,13563,0.25,0.21,41897,0.26594117647058824,3.4821
Audi Q4 e-tron,52000,STANDARD,13723,2,8902,0.3,0.35,37313,0.1711923076923077,3.3187
Tesla Model Y,75000,STANDARD,26568,1,7618,0.09,0.27,46140,0.10157333333333333,3.1924
Tesla Model Y,75000,STANDARD,25046,0,16603,0.01,0.23,39028,0.22137333333333334,3.4136
Tesla Model Y,75000,STANDARD,3644,3,6515,0.33,0.3,61020,0.08686666666666666,3.1542
Tesla Model Y,75000,STANDARD,42143,4,13398,0.07,0.35,52698,0.17864,3.3334
Tesla Model Y,75000,STANDARD,35257,0,13025,0.19,0.2,38690,0.17366666666666666,3.3236
Tesla Model Y,75000,STANDARD,39958,1,14763,0.22,0.28,40097,0.19684,3.3693
Tesla Model Y,75000,STANDARD,14160,1,19566,0.13,0.27,65413,0.26088,3.4771
Tesla Model Y,75000,STANDARD,37342,3,6675,0.04,0.35,23636,0.089,3.1597
Skoda Enyaq,77000,STANDARD,41776,4,17976,0.11,0.31,69644,0.23345454545454544,3.4343
Tesla Model Y,75000,STANDARD,15538,0,9058,0.27,0.3,52172,0.12077333333333333,3.2289
Audi Q4 e-tron,52000,STANDARD,11187,0,7789,0.26,0.39,42106,0.14978846153846154,3.2781
Tesla Model Y,75000,STANDARD,25200,2,18734,0.3,0.29,53773,0.24978666666666666,3.4623
Skoda Enyaq,77000,STANDARD,38313,0,18822,0.31,0.37,46425,0.24444155844155843,3.4531
Tesla Model 3,75000,STANDARD,35615,1,12899,0.2,0.24,46357,0.17198666666666668,3.3203
Tesla Model Y,75000,STANDARD,5061,0,12817,0.17,0.25,74682,0.17089333333333334,3.3182
Tesla Model 3,75000,STANDARD,16531,2,10255,0.35,0.36,31693,0.13673333333333335,3.256
Skoda Enyaq,77000,STANDARD,36694,3,6265,0.09,0.39,43537,0.08136363636363636,3.1399
Skoda Enyaq,77000,STANDARD,41854,1,11370,0.19,0.4,55976,0.14766233766233766,3.2745
Volvo EX30,51000,STANDARD,31221,0,12502,0.26,0.38,30053,0.24513725490196078,3.4543
Tesla Model Y,75000,STANDARD,17748,0,14719,0.13,0.32,59453,0.19625333333333334,3.3682
Tesla Model Y,75000,STANDARD,10349,3,8924,0.17,0.36,62936,0.11898666666666667,3.2259
Skoda Enyaq,77000,STANDARD,9477,1,11173,0.29,0.29,43631,0.1451038961038961,3.2702
Tesla Model Y,75000,STANDARD,8419,3,10757,0.3,0.37,63057,0.14342666666666667,3.2674
Skoda Enyaq,77000,STANDARD,15280,1,9986,0.32,0.32,46724,0.12968831168831169,3.244
Tesla Model Y,75000,STANDARD,5080,2,12620,0.12,0.38,69497,0.16826666666666668,3.313
Tesla Model Y,75000,STANDARD,27617,4,7985,0.28,0.22,29620,0.10646666666666667,3.2047
Tesla Model Y,75000,STANDARD,23713,3,10354,0.09,0.35,67119,0.13805333333333333,3.2582
Tesla Model Y,75000,STANDARD,31097,0,15102,0.12,0.33,30541,0.20136,3.3782
Tesla Model Y,75000,STANDARD,13670,1,19567,0.28,0.4,64230,0.2608933333333333,3.4771
Audi Q4 e-tron,52000,STANDARD,34042,3,6609,0.28,0.27,28536,0.12709615384615386,3.2397
Audi Q4 e-tron,52000,STANDARD,22253,4,17535,0.09,0.31,33353,0.33721153846153845,3.5516
Audi Q4 e-tron,52000,STANDARD,20053,3,11989,0.18,0.34,29748,0.2305576923076923,3.4293
Skoda Enyaq,77000,STANDARD,16169,1,7595,0.2,0.31,57914,0.09863636363636363,3.1848
Tesla Model Y,75000,STANDARD,39330,4,18573,0.22,0.25,74729,0.24764,3.4586
Tesla Model Y,75000,STANDARD,18211,1,5564,0.33,0.4,38574,0.07418666666666666,3.1212
Audi Q4 e-tron,52000,STANDARD,6180,1,17473,0.16,0.22,41667,0.3360192307692308,3.5504
Tesla Model Y,75000,STANDARD,10908,3,6675,0.04,0.3,36089,0.089,3.1597
Skoda Enyaq,77000,STANDARD,20174,3,6801,0.12,0.2,61483,0.08832467532467532,3.158
Tesla Model 3,75000,STANDARD,40727,1,12761,0.22,0.28,42946,0.17014666666666667,3.3167
Volvo EX30,51000,STANDARD,27752,2,7261,0.15,0.24,31332,0.14237254901960783,3.2656
Volvo EX30,51000,STANDARD,32783,4,7421,0.24,0.33,24721,0.14550980392156862,3.2709
Skoda Enyaq,77000,STANDARD,9797,1,9373,0.21,0.26,71073,0.12172727272727273,3.2305
Volvo EX30,51000,STANDARD,4875,4,18795,0.12,0.3,42304,0.3685294117647059,3.5883
Skoda Enyaq,77000,STANDARD,14,4,17415,0.02,0.34,35775,0.22616883116883116,3.4218
Tesla Model Y,75000,STANDARD,41849,3,13146,0.18,0.39,28864,0.17528,3.3268
Volvo EX30,51000,STANDARD,2110,0,9190,0.34,0.37,40476,0.18019607843137256,3.3365
Skoda Enyaq,77000,STANDARD,16075,1,6398,0.17,0.21,57518,0.08309090909090909,3.1444
Tesla Model Y,75000,STANDARD,25746,2,16780,0.18,0.3,52654,0.22373333333333334,3.4176
Volvo EX30,51000,STANDARD,6993,0,18983,0.1,0.29,41513,0.3722156862745098,3.5936
Tesla Model Y,75000,STANDARD,31134,1,13282,0.23,0.25,74135,0.17709333333333332,3.3304
Volvo EX30,51000,STANDARD,3621,2,11512,0.07,0.2,36025,0.22572549019607843,3.421
Volvo EX30,51000,STANDARD,841,3,12198,0.09,0.34,36504,0.2391764705882353,3.4441
Volvo EX30,51000,STANDARD,30306,0,10552,0.31,0.31,39291,0.20690196078431372,3.3887
Audi Q4 e-tron,52000,STANDARD,39775,1,19682,0.29,0.32,38029,0.3785,3.6027
Volvo EX30,51000,STANDARD,6552,1,11930,0.12,0.21,27093,0.23392156862745098,3.4351
Tesla Model Y,75000,STANDARD,35801,0,18862,0.31,0.23,55408,0.25149333333333335,3.4652
Volvo EX30,51000,STANDARD,15261,2,5194,0.09,0.35,43738,0.10184313725490196,3.1931
Skoda Enyaq,77000,STANDARD,26525,4,13964,0.12,0.35,31360,0.18135064935064935,3.3388
Tesla Model Y,75000,STANDARD,26872,0,18901,0.04,0.29,73794,0.2520133333333333,3.4661
Tesla Model Y,75000,STANDARD,30405,1,7634,0.11,0.31,50081,0.10178666666666666,3.193
Volvo EX30,51000,STANDARD,21215,4,16581,0.05,0.29,40168,0.3251176470588235,3.5402
Volvo EX30,51000,STANDARD,39811,3,12633,0.08,0.32,47158,0.24770588235294116,3.4587
Audi Q4 e-tron,52000,STANDARD,17862,0,12110,0.21,0.24,48353,0.23288461538461538,3.4333
Skoda Enyaq,77000,STANDARD,1846,2,12322,0.34,0.27,44340,0.16002597402597402,3.2967
Volvo EX30,51000,STANDARD,2874,2,9121,0.32,0.22,28099,0.17884313725490197,3.3338
Tesla Model Y,75000,STANDARD,17785,4,14048,0.3,0.28,45826,0.18730666666666668,3.3505
Tesla Model 3,75000,STANDARD,15433,2,15250,0.07,0.27,54859,0.20333333333333334,3.3821
Volvo EX30,51000,STANDARD,24290,2,10728,0.04,0.36,49115,0.21035294117647058,3.3947
Tesla Model 3,75000,STANDARD,12410,4,10700,0.29,0.4,73595,0.14266666666666666,3.2661
Volvo EX30,51000,STANDARD,40753,4,15747,0.11,0.34,49251,0.30876470588235294,3.5247
Tesla Model Y,75000,STANDARD,2580,3,19331,0.11,0.39,39719,0.2577466666666667,3.4739
Tesla Model Y,75000,STANDARD,1888,1,13580,0.33,0.3,69005,0.18106666666666665,3.3382
Audi Q4 e-tron,52000,STANDARD,31657,2,10393,0.07,0.23,32675,0.1998653846153846,3.3753
Tesla Model Y,75000,STANDARD,39997,0,10197,0.15,0.4,34144,0.13596,3.2547
Skoda Enyaq,77000,STANDARD,36536,3,17966,0.33,0.26,59882,0.23332467532467532,3.434
Tesla Model 3,75000,STANDARD,41742,2,13790,0.28,0.37,63426,0.18386666666666668,3.3437
Tesla Model 3,75000,STANDARD,19787,2,15175,0.03,0.32,38694,0.20233333333333334,3.3802
Audi Q4 e-tron,52000,STANDARD,19352,3,16266,0.03,0.39,51672,0.3128076923076923,3.5285
Tesla Model Y,75000,STANDARD,12500,2,15274,0.17,0.21,38271,0.20365333333333333,3.3828
Tesla Model Y,75000,STANDARD,31773,4,8171,0.06,0.36,51255,0.10894666666666666,3.2089
Volvo EX30,51000,STANDARD,32856,1,15502,0.09,0.31,50802,0.3039607843137255,3.5202
Tesla Model Y,75000,STANDARD,39564,3,16653,0.02,0.33,62627,0.22204,3.4147
Audi Q4 e-tron,52000,STANDARD,12330,3,18763,0.32,0.25,43148,0.3608269230769231,3.5771
Skoda Enyaq,77000,STANDARD,25144,0,18275,0.16,0.3,71273,0.23733766233766235,3.4409
Volvo EX30,51000,STANDARD,14861,3,7168,0.33,0.38,22241,0.14054901960784313,3.2625
Tesla Model Y,75000,STANDARD,21797,1,13712,0.29,0.36,56999,0.18282666666666667,3.3417
Tesla Model 3,75000,STANDARD,2601,2,18269,0.1,0.32,70974,0.24358666666666667,3.4516
Tesla Model Y,75000,STANDARD,7009,3,8279,0.27,0.26,25016,0.11038666666666666,3.2113
Audi Q4 e-tron,52000,STANDARD,7670,1,10344,0.12,0.34,41727,0.19892307692307692,3.3734
Volvo EX30,51000,STANDARD,10243,0,17419,0.14,0.25,36565,0.3415490196078431,3.5557
Tesla Model Y,75000,STANDARD,24508,2,19241,0.18,0.3,70006,0.25654666666666665,3.4727
Tesla Model Y,75000,STANDARD,868,1,8201,0.19,0.35,70378,0.10934666666666666,3.2095
Audi Q4 e-tron,52000,STANDARD,35284,4,13989,0.29,0.24,37991,0.2690192307692308,3.4852
Volvo EX30,51000,STANDARD,16702,2,18341,0.14,0.31,35085,0.35962745098039217,3.5754
Tesla Model Y,75000,STANDARD,25514,3,15796,0.06,0.37,34080,0.21061333333333335,3.3951
Tesla Model Y,75000,STANDARD,20475,3,18217,0.07,0.3,70137,0.24289333333333332,3.4504
Tesla Model Y,75000,STANDARD,27873,1,14016,0.02,0.33,48162,0.18688,3.3497
Tesla Model Y,75000,STANDARD,20397,4,14194,0.05,0.33,56203,0.18925333333333333,3.3544
Volvo EX30,51000,STANDARD,15292,4,9987,0.19,0.3,27457,0.1958235294117647,3.3673
Tesla Model Y,75000,STANDARD,29466,0,14955,0.02,0.24,56404,0.1994,3.3744
Tesla Model Y,75000,STANDARD,25173,4,6140,0.25,0.21,45456,0.08186666666666667,3.1412
Volvo EX30,51000,STANDARD,17242,1,13092,0.15,0.36,35385,0.2567058823529412,3.4729
Tesla Model Y,75000,STANDARD,40219,0,15351,0.1,0.26,58921,0.20468,3.3848
Tesla Model Y,75000,STANDARD,15395,1,18093,0.12,0.28,72850,0.24124,3.4476
Skoda Enyaq,77000,STANDARD,35208,0,9852,0.19,0.23,50319,0.12794805194805195,3.2411
Tesla Model Y,75000,STANDARD,1627,0,18128,0.15,0.29,66455,0.24170666666666665,3.4484
Tesla Model Y,75000,STANDARD,36610,3,7014,0.15,0.4,31712,0.09352,3.1715
Audi Q4 e-tron,52000,STANDARD,20710,1,5236,0.08,0.31,27788,0.10069230769230769,3.1902
Tesla Model Y,75000,STANDARD,15301,3,19835,0.02,0.35,55349,0.2644666666666667,3.4807
Skoda Enyaq,77000,STANDARD,39570,4,14990,0.32,0.28,75149,0.19467532467532467,3.365
Tesla Model Y,75000,STANDARD,23979,2,17758,0.17,0.39,37530,0.23677333333333334,3.44
Tesla Model 3,75000,STANDARD,7210,3,6867,0.06,0.21,39807,0.09156,3.1664
Volvo EX30,51000,STANDARD,22230,3,17037,0.01,0.25,48096,0.33405882352941174,3.5486
Skoda Enyaq,77000,STANDARD,41580,3,19810,0.07,0.2,72801,0.25727272727272726,3.4735
Tesla Model Y,75000,STANDARD,34409,4,16156,0.32,0.36,62487,0.21541333333333335,3.4033
Audi Q4 e-tron,52000,STANDARD,38824,3,18105,0.26,0.27,46483,0.3481730769230769,3.5619
Volvo EX30,51000,STANDARD,41396,2,11020,0.17,0.32,42830,0.216078431372549,3.4045
Tesla Model Y,75000,STANDARD,35766,0,12028,0.3,0.2,62340,0.16037333333333334,3.2974
Tesla Model Y,75000,STANDARD,22531,4,10764,0.22,0.22,61295,0.14352,3.2675
Tesla Model 3,75000,STANDARD,38500,1,17983,0.25,0.34,52765,0.23977333333333334,3.4451
Volvo EX30,51000,STANDARD,20500,2,16255,0.27,0.33,34694,0.31872549019607843,3.5341
Audi Q4 e-tron,52000,STANDARD,25927,4,16346,0.22,0.25,44864,0.31434615384615383,3.53
Tesla Model 3,75000,STANDARD,18465,0,15481,0.34,0.26,44190,0.20641333333333334,3.3879
Tesla Model Y,75000,STANDARD,9275,0,8143,0.09,0.3,54251,0.10857333333333333,3.2082
Audi Q4 e-tron,52000,STANDARD,26920,4,7572,0.21,0.3,41819,0.14561538461538462,3.2711
Volvo EX30,51000,STANDARD,14069,0,19225,0.27,0.3,44243,0.3769607843137255,3.6005
Volvo EX30,51000,STANDARD,9056,0,6305,0.32,0.28,39481,0.12362745098039216,3.2338
Tesla Model Y,75000,STANDARD,36897,1,16410,0.04,0.28,62965,0.2188,3.4091
Volvo EX30,51000,STANDARD,28568,2,9826,0.0,0.22,33072,0.19266666666666668,3.3611
Audi Q4 e-tron,52000,STANDARD,19942,1,9010,0.2,0.33,34291,0.17326923076923076,3.3228
Audi Q4 e-tron,52000,STANDARD,5799,2,19745,0.33,0.32,47389,0.3797115384615385,3.6045
Tesla Model 3,75000,STANDARD,40679,4,14438,0.08,0.39,35894,0.19250666666666666,3.3608
Skoda Enyaq,77000,STANDARD,9273,4,16171,0.17,0.2,61576,0.210012987012987,3.3941
Volvo EX30,51000,STANDARD,22544,3,13494,0.13,0.4,44868,0.2645882352941176,3.4808
Volvo EX30,51000,STANDARD,26122,3,18072,0.26,0.33,34330,0.3543529411764706,3.5678
Tesla Model Y,75000,STANDARD,39985,4,16248,0.18,0.26,68239,0.21664,3.4054
Skoda Enyaq,77000,STANDARD,42253,4,5381,0.27,0.31,20852,0.06988311688311688,3.11
Tesla Model Y,75000,STANDARD,30615,1,11959,0.29,0.36,47430,0.15945333333333334,3.2956
Tesla Model Y,75000,STANDARD,26524,2,16019,0.31,0.26,32538,0.21358666666666667,3.4002
Skoda Enyaq,77000,STANDARD,6851,2,13403,0.05,0.28,55599,0.17406493506493506,3.3244
Tesla Model Y,75000,STANDARD,22293,0,9435,0.25,0.31,57476,0.1258,3.2375
Tesla Model 3,75000,STANDARD,37683,2,15701,0.29,0.35,48166,0.20934666666666665,3.3929
Skoda Enyaq,77000,STANDARD,30277,1,17039,0.03,0.39,58833,0.22128571428571428,3.4134
Skoda Enyaq,77000,STANDARD,28591,1,5590,0.24,0.26,30516,0.07259740259740259,3.1171
Audi Q4 e-tron,52000,STANDARD,19744,1,9144,0.02,0.27,31427,0.17584615384615385,3.3279
Tesla Model Y,75000,STANDARD,8991,2,6931,0.06,0.35,33616,0.09241333333333333,3.1686
Volvo EX30,51000,STANDARD,26729,0,17003,0.3,0.33,50234,0.3333921568627451,3.548
Skoda Enyaq,77000,STANDARD,29701,4,18009,0.1,0.23,60387,0.2338831168831169,3.435
Tesla Model Y,75000,STANDARD,8263,1,7051,0.33,0.27,62257,0.09401333333333334,3.1728
Audi Q4 e-tron,52000,STANDARD,12560,1,12978,0.12,0.2,34024,0.24957692307692309,3.4619
Tesla Model Y,75000,STANDARD,30992,4,15501,0.21,0.37,32535,0.20668,3.3884
Audi Q4 e-tron,52000,STANDARD,15046,2,9244,0.2,0.32,43939,0.17776923076923076,3.3317
Tesla Model Y,75000,STANDARD,29533,2,12817,0.19,0.3,63811,0.17089333333333334,3.3182
Tesla Model 3,75000,STANDARD,15455,3,11973,0.22,0.21,46726,0.15964,3.296
Audi Q4 e-tron,52000,STANDARD,28936,4,13595,0.23,0.31,44671,0.2614423076923077,3.4776
Volvo EX30,51000,STANDARD,38672,4,14417,0.31,0.29,34700,0.28268627450980394,3.4989
Audi Q4 e-tron,52000,STANDARD,24066,4,13970,0.2,0.29,45132,0.26865384615384613,3.4849
Audi Q4 e-tron,52000,STANDARD,36766,1,18537,0.3,0.26,40192,0.3564807692307692,3.5709
Audi Q4 e-tron,52000,STANDARD,16910,1,19886,0.01,0.35,43222,0.3824230769230769,3.6084
Volvo EX30,51000,STANDARD,26254,2,18799,0.22,0.32,46901,0.3686078431372549,3.5884
Tesla Model Y,75000,STANDARD,403,1,19365,0.05,0.21,38541,0.2582,3.4744
Volvo EX30,51000,STANDARD,11191,4,12429,0.21,0.29,40481,0.2437058823529412,3.4518
Tesla Model 3,75000,STANDARD,2033,2,19251,0.3,0.37,38779,0.25668,3.4729
Audi Q4 e-tron,52000,STANDARD,34838,3,15502,0.26,0.32,42690,0.2981153846153846,3.5143
Skoda Enyaq,77000,STANDARD,36889,4,11438,0.11,0.35,67944,0.14854545454545454,3.276
Tesla Model Y,75000,STANDARD,25478,1,6194,0.22,0.28,32627,0.08258666666666667,3.1431
Audi Q4 e-tron,52000,STANDARD,29778,3,17553,0.12,0.31,44922,0.3375576923076923,3.5519
Volvo EX30,51000,STANDARD,2412,4,13787,0.02,0.25,42606,0.2703333333333333,3.4865
Skoda Enyaq,77000,STANDARD,7847,3,5376,0.04,0.24,72242,0.06981818181818182,3.1099
Tesla Model Y,75000,STANDARD,9249,3,5165,0.17,0.2,63516,0.06886666666666667,3.1074
Skoda Enyaq,77000,STANDARD,26832,3,7494,0.19,0.25,34596,0.09732467532467533,3.1814
Tesla Model Y,75000,STANDARD,26880,1,9593,0.24,0.4,56968,0.12790666666666667,3.241
Volvo EX30,51000,STANDARD,8956,3,16472,0.31,0.39,32098,0.32298039215686275,3.5381
Audi Q4 e-tron,52000,STANDARD,21023,4,13146,0.15,0.26,30838,0.2528076923076923,3.4674
Tesla Model 3,75000,STANDARD,4580,2,12226,0.27,0.2,62470,0.16301333333333334,3.3026
Volvo EX30,51000,STANDARD,1555,1,16670,0.07,0.32,43620,0.3268627450980392,3.5418
Tesla Model 3,75000,STANDARD,31269,0,11091,0.16,0.29,55633,0.14788,3.2749
Tesla Model Y,75000,STANDARD,26740,0,19457,0.28,0.25,42213,0.2594266666666667,3.4756
Tesla Model Y,75000,STANDARD,23702,1,14534,0.22,0.29,72414,0.19378666666666666,3.3633
Tesla Model Y,75000,STANDARD,16434,0,17328,0.0,0.26,62712,0.23104,3.4301
Volvo EX30,51000,STANDARD,11449,4,14696,0.1,0.37,46966,0.28815686274509805,3.5044
Volvo EX30,51000,STANDARD,22726,0,7008,0.02,0.39,26200,0.13741176470588234,3.2571
Tesla Model Y,75000,STANDARD,38621,3,6803,0.32,0.38,36131,0.09070666666666667,3.1642
Tesla Model 3,75000,STANDARD,13772,0,7575,0.07,0.37,25443,0.101,3.191
Tesla Model Y,75000,STANDARD,24231,0,9633,0.11,0.33,29479,0.12844,3.2419
Tesla Model 3,75000,STANDARD,35572,1,8975,0.23,0.36,47869,0.11966666666666667,3.2271
Audi Q4 e-tron,52000,STANDARD,13869,0,16446,0.11,0.28,50197,0.31626923076923075,3.5318
Audi Q4 e-tron,52000,STANDARD,34378,0,5296,0.1,0.22,41051,0.10184615384615385,3.1932
Tesla Model Y,75000,STANDARD,26800,3,18193,0.0,0.2,62133,0.24257333333333334,3.4499
Volvo EX30,51000,STANDARD,28615,2,7302,0.11,0.31,22880,0.1431764705882353,3.2669
Tesla Model Y,75000,STANDARD,24961,1,5872,0.19,0.27,37033,0.07829333333333334,3.1319
Audi Q4 e-tron,52000,STANDARD,31525,3,5247,0.15,0.21,22771,0.10090384615384615,3.1907
Tesla Model Y,75000,STANDARD,41556,0,6049,0.14,0.28,56152,0.08065333333333333,3.138
Skoda Enyaq,77000,STANDARD,42452,0,18914,0.27,0.36,69406,0.24563636363636362,3.4551
Tesla Model Y,75000,STANDARD,36539,3,8576,0.2,0.31,32171,0.11434666666666667,3.218
Tesla Model Y,75000,STANDARD,21234,2,11393,0.21,0.22,30397,0.15190666666666666,3.2817
Volvo EX30,51000,STANDARD,41935,1,8574,0.26,0.28,46184,0.16811764705882354,3.3127
Tesla Model Y,75000,STANDARD,7775,3,15007,0.05,0.2,42414,0.20009333333333335,3.3757
Tesla Model Y,75000,STANDARD,10373,4,14472,0.12,0.37,38919,0.19296,3.3617
Tesla Model Y,75000,STANDARD,39589,0,18063,0.04,0.21,54931,0.24084,3.4469
Tesla Model Y,75000,STANDARD,39882,4,10488,0.2,0.23,71026,0.13984,3.2613
Tesla Model 3,75000,STANDARD,36700,2,18149,0.22,0.23,36328,0.24198666666666666,3.4489
Tesla Model Y,75000,STANDARD,35935,3,6504,0.08,0.26,30065,0.08672,3.1538
Tesla Model 3,75000,STANDARD,33783,3,18029,0.34,0.2,40189,0.24038666666666667,3.4461
Tesla Model Y,75000,STANDARD,31367,2,17165,0.08,0.33,66168,0.22886666666666666,3.4264
Volvo EX30,51000,STANDARD,20728,1,13704,0.34,0.33,49274,0.2687058823529412,3.4849
Tesla Model Y,75000,STANDARD,42274,4,13580,0.1,0.21,60458,0.18106666666666665,3.3382
Volvo EX30,51000,STANDARD,15691,2,6483,0.3,0.23,32753,0.12711764705882353,3.2397
Volvo EX30,51000,STANDARD,23794,4,17733,0.01,0.28,34461,0.3477058823529412,3.5615
Tesla Model Y,75000,STANDARD,26621,4,10047,0.3,0.4,54838,0.13396,3.2513
Volvo EX30,51000,STANDARD,17577,0,5873,0.29,0.21,21171,0.11515686274509804,3.2194
Tesla Model Y,75000,STANDARD,27218,2,19658,0.16,0.29,52878,0.26210666666666665,3.4783
Skoda Enyaq,77000,STANDARD,41235,4,17167,0.12,0.24,38809,0.22294805194805195,3.4163
Tesla Model Y,75000,STANDARD,22370,1,12972,0.3,0.2,62005,0.17296,3.3222
Skoda Enyaq,77000,STANDARD,9757,4,15634,0.17,0.2,54268,0.20303896103896105,3.3815
Tesla Model Y,75000,STANDARD,29967,3,8577,0.01,0.28,74877,0.11436,3.218
Skoda Enyaq,77000,STANDARD,1175,2,5466,0.28,0.38,25260,0.07098701298701299,3.1129
Audi Q4 e-tron,52000,STANDARD,28315,4,7863,0.14,0.29,49670,0.15121153846153845,3.2806
Skoda Enyaq,77000,STANDARD,18053,1,5720,0.18,0.2,44705,0.07428571428571429,3.1215
Tesla Model Y,75000,STANDARD,27130,2,5033,0.33,0.28,36881,0.06710666666666666,3.1028
Volvo EX30,51000,STANDARD,13952,2,12605,0.2,0.31,30389,0.24715686274509804,3.4578
Tesla Model Y,75000,STANDARD,7782,3,18014,0.06,0.21,36040,0.24018666666666666,3.4458
Tesla Model Y,75000,STANDARD,27128,3,13946,0.1,0.34,69358,0.18594666666666668,3.3478
Audi Q4 e-tron,52000,STANDARD,29390,1,6339,0.1,0.34,45610,0.12190384615384615,3.2308
Tesla Model 3,75000,STANDARD,31935,0,12413,0.26,0.28,42019,0.16550666666666666,3.3075
Tesla Model Y,75000,STANDARD,11409,4,18055,0.01,0.21,41583,0.24073333333333333,3.4467
Skoda Enyaq,77000,STANDARD,7848,0,7630,0.08,0.38,25490,0.09909090909090909,3.186
Tesla Model Y,75000,STANDARD,27187,2,8580,0.18,0.38,48354,0.1144,3.2181
